Title,Id,Trailer Link,Director,Cast,genre_ids,Genre,Budget,Revenue,Overview,Homepage,Year,Runtime,Popularity,Adult,Release_Date,Original_Title,Original_Language,Tagline,Vote_Average,Vote_Count
Charda Suraj,911819,,,[],,,0,0,"Suraj (Shawinder Mahal) is the moral backbone of his community. He meets and falls in love with Kiran (Shivani), a reporter sent to Punjab to write about its' agricultural development. He does not know that she is a CID Inspector, investigating the murder of her brother Ram, and that his mother has a secret history with the murderers.",,,0,0.6,False,,Charda Suraj,en,,0.0,0
Nooran,790000,,M. A. Khan Jr.,"['Noor Jehan', 'Azhar Rangeela']",,"Romance, Drama",0,0,"Nooran (Punjabi: نوراں), also spelled Nooraan, is a 1957 Pakistani Punjabi film directed by M. A. Khan, starring Sudhir and Noor Jehan in the lead roles. Renowned poet Hazeen Qadri wrote the lyrics and dialogues for the film.",,1957,134,0.6,False,1957-05-30,Nooran,pa,,0.0,0
Yaar Maar,966283,,,[],,,0,0,"Yaar Maar is a Punjabi action drama movie directed by Yograj Singh and also featuring himself in the lead role. Along with Yograj Singh playing the lead protagonist, the movie also features Neena Sidhu, Simran, Bindu Jhokia, and Suksha Lahoria in other pivotal roles. Released in 1993, the movie was a success at the box office and also received accolades for the story as well as the direction. It went on to become a huge hit at the box office. Watch Yaar Maar Punjabi movie on MX Player to cherish the magic of the legend Yograj Singh on screen.",,1997,0,0.6,False,1997-03-30,Yaar Maar,en,,0.0,0
Badmashiyaan,331302,,Amit Khanna,"['Sidhant Gupta', 'Gunjan Malhotra', 'Suzanna Mukherjee', 'Sharib Hashmi']",,"Comedy, Romance",0,0,"Dev's girlfriend leaves him on the night he was planning to propose to her. Months later, a private investigator is trying to track her down.",,2015,128,0.88,False,2015-03-06,Badmashiyaan,hi,Fun Never Ends,5.0,1
Jagira,1019679,,Kanti Shah,"['Dharmendra', 'Kiran Kumar', 'Pinky Chinoy', 'Danny Denzongpa', 'Shakti Kapoor']",,,0,0,"Jagira, a police officer, is implicated in a false case due to Mahakaal, a dacoit. Later, he escapes from prison and decides to avenge the injustice.",,2001,139,1.091,False,2001-02-16,Jagira,hi,,0.0,0
Mahi Mera Nikka Jeha,1004128,https://www.youtube.com/watch?v=Sblp1MuaoUw,Satinder Singh Dev,"['Jaswinder Bhalla', 'Sukhwinder Chahal', 'Pukhraj Bhalla', 'Hashneen Chauhan', 'Anita Devgan', 'Rajinder Kumar Gagahar', 'Honey Mattu']",,"Comedy, Drama",0,0,"A short boy is in love with a tall girl for which he faces a lot of criticism from her family and friends. Eventually, they marry and he wins everyone's heart with his good character.",,2022,0,1.828,False,2022-06-03,Mahi Mera Nikka Jeha,pa,,6.0,2
Sikandera,664537,,Ravinder Ravi,"['Gugu Gill', 'Priti Sapru Walia', 'Yograj Singh', 'Surinder Shinda', 'Gopi Bhalla', 'Navnit Ravi Rana', 'Kulbir Badesron', 'Darbara Sarpanch', 'Devinder Deep', 'Lovely Nirman', 'Bhagwant Mann', 'Surendra Sharma', 'Deepika Singh']",,Action,0,0,The children of two longtime enemies marry each other.,,2001,157,0.6,False,2001-01-01,Sikandera,pa,,0.0,0
Allah-Rakha,301612,,Ketan Desai,"['Jackie Shroff', 'Shammi Kapoor', 'Waheeda Rehman', 'Dimple Kapadia', 'Meenakshi Seshadri', 'Bindu', 'Anupam Kher', 'Bob Christo', 'Gulshan Grover', 'Goga Kapoor']",,,0,0,"Karim Khan is employed as driver for a gangster named Don, who has an accident with his car, and asks Karim to take the blame for it for a hefty sum of cash, which Karim does so, and is imprisoned. But Don does not fulfill his promise, and as a result, Karim's wife, Razia, and new-born son are left destitute. Razia complains to Police Inspector Anwar, who arrests Don and holds him in prison, pending his trial in court. When Anwar finds out that his new-born son, Iqbal, is in need of a pace-maker, which he is unable to afford, he makes a compromise with Don, who lets him have one. Iqbal undergoes surgery and a pace-maker number 786, considered lucky in Islamic faith, is attached to his tiny heart.",,1986,0,1.522,False,1986-08-07,Allah-Rakha,hi,,0.0,0
Billa II,116185,https://www.youtube.com/watch?v=beOgcOu-vQU,Chakri Toleti,"['Ajith Kumar', 'Parvathy Omanakuttan', 'Bruna Abdullah', 'Prabhu', 'Vidyut Jammwal', 'Manoj K Jayan', 'Ilavarasu', 'Yoge Jappie', 'Rahman', 'Janaki Sabesh', 'Dinesh Lamba', 'Rohit Khurana', 'Sudhanshu Pandey', 'Sricharan', 'Krishna Kumar', 'Nandha Saravanan', 'Gabriela Bertante', 'Daniel Kaleb', 'Theepetti Ganesan', 'Sarath Mandava']",,"Action, Crime",0,0,"Small-time diamond smuggler David befriends Goa-based gangster Abbasi. But when David begins to build inroads with an international gangster, Abbasi is not happy, and soon the two turn into bitter rivals.",,2012,140,2.825,False,2012-07-13,Billa II,ta,"Every man has a past. Every Don, a history.",5.875,28
Diljit Dosanjh MTV Unplugged,589270,,,['Diljit Dosanjh'],,Music,0,0,Diljit Dosanjh Live session for MTV Unplugged,,2019,29,0.601,False,2019-03-24,Diljit Dosanjh MTV Unplugged,en,Diljit Dosanjh MTV Unplugged,0.0,0
Jee Aayan Nu,152512,https://www.youtube.com/watch?v=eJA-TDQq-WE,Manmohan Singh,"['Harbhajan Mann', 'Priya Gill', 'Gurpreet Ghuggi', 'Kimi Verma', 'Navneet Nishan', 'Kanwaljit Singh', 'Vivek Shauq', 'Satinder Satti', 'Chetana Das', 'Gopi Bhalla', 'Deep Dhillon', 'Madam Aman', 'Madam Blossom', 'Davinder Daman', 'Baljeet Zakhmi', 'Gurcharan Tallewalia', 'Baljeet Singh', 'Sarghi', 'Ranjeet', 'Harpal Singh Pali', 'Surinder Balla Kohli', 'Naval Kishore', 'Daljit Kaur']",,"Drama, Romance",170000,400000,"Operating a Television Network from Vancouver, Sardar Jasbir Singh Grewal, arranges the marriage of his only child, Simar, with Mulhapur-based, Inder Veer Singh, the son of his friend, Arjun, much to the chagrin of his snobbish wife, Kuldip. Simar and Inder find themselves compatible, and an engagement ceremony is arranged. It is during this event that they find out that Inder has no intention of re-locating to Canada, and the ceremony is canceled. After sometime, Inder decides to visit the Grewals in order to try and convince Simar to return to India, and also visit his married sister, who he has not seen for over 7 years, as well as a former girlfriend, Jaspreet, who also live in Vancouver. Once there, he witnesses the plight of his sister, Jaspreet, and other Punjabis, making him question whether Canada is really the perceived 'heaven on Earth'; what C.B.C.D. really means; little knowing Simar has no intention of ever settling down in India.",,2002,187,2.294,False,2002-12-02,ਜੀ ਆਇਆਂ ਨੂੰ,pa,,8.0,1
Wehshi Jatt,588492,,,['Sultan Rahi'],,,0,0,,,1975,0,0.6,False,1975-08-08,Wehshi Jatt,pa,,0.0,0
Zindagi Khoobsoorat Hai,767771,,Manoj Punj,"['Gurdas Mann', 'Tabu', 'Ashish Vidhyarthi', 'Rajit Kapoor', 'Divya Dutta']",,"Drama, Family",0,0,"Murad Hussein and Gul Baloch have been enemies for years. Murad would like to propose a truce so that the two families become friends again, and for this occasion he has chosen to marry his brother to Gul's sister. The wedding is arranged and Gul and his family are accordingly invited. Gul does attend the wedding, bless the couple, and when night came, he and his accomplices brutally kill every male in the household, including his very own brother-in-law. Gul's sister loses her sanity, and is taken back home, where he lives with his daughter...",,2002,148,0.6,False,2002-10-04,Zindagi Khoobsoorat Hai,hi,,10.0,1
Sala Budhar Badla,809098,https://www.youtube.com/watch?v=BMsk8jbnV3s,Sabyasachi Mohapatra,"['Atal Bihari Panda', 'Chandana Singh', 'Lochani Bag']",,Drama,0,0,SalaBudha is back again to exact revenge.,,2020,109,0.6,False,2020-01-17,ଶଲା ବୁଢ଼ାର ବଦଲା,or,,0.0,0
Jatt Da Wair,588482,,,"['Sultan Rahi', 'Mustafa Qureshi', 'Chakori', 'Aasia']",,,0,0,,,1981,0,0.6,False,1981-08-28,Jatt Da Wair,pa,,0.0,0
Silent Waters,100086,,Sabiha Sumar,"['Kirron Kher', 'Aamir Ali Malik', 'Arshad Mahmood', 'Salman Shahid', 'Shilpa Shukla', 'Sarfaraz Ansari', 'Qurat-ul-Ain Balouch', 'Ejaz Baig', 'Tasleem Bibi', 'Abid Ali', 'Shazim Ashraf', 'Adnan Shah Tipu']",,"Drama, Music",0,0,"Ayesha is a widow with a secret past, living with her beloved son Saleem in a small town in Pakistan close to the Indian border. When the fires of Islamic nationalism invade their tranquil lives, Saleem and a few of the town's other young men are soon gripped by a religious fervour, and they attempt to bring radical Islamic law to their friends and neighbours. After a group of Sikh pilgrims arrive in town, tensions reach boiling point as Ayesha's haunted past comes rushing back.",,2003,99,1.981,False,2003-08-15,Khamosh Pani: Silent Waters,ur,The Water Stirs,6.4,10
Rowing with the Wind,80047,https://www.youtube.com/watch?v=92U3orszabY,Gonzalo Suárez,"['Hugh Grant', 'Lizzy McInnerny', 'Valentine Pelka', 'Elizabeth Hurley', 'José Luis Gómez', 'Aitana Sánchez-Gijón', 'Bibiana Fernández', 'Virginia Mataix', 'Ronan Vibert', 'José Carlos Rivas', 'Josep Maria Pou', 'Karen Westwood', 'Terence Taplin', 'Jolyon Baker', 'Kate McKenzie', 'Emma Amos']",,"Horror, Drama, Romance, Thriller",0,0,"In the summer of 1816, Percy Shelley, his mistress Mary, and her stepsister Claire visit Lord Byron at Lake Geneva. Byron challenges each to write a horror story, and Mary begins her novel, Frankenstein. She imagines the monster becoming real, and for the next six years, as tragedy befalls those around her, she believes the personification of her imagination is the cause. Against this backdrop, Claire has Byron's baby then is estranged from him and barred from her daughter. Byron and Percy continue their friendship, the one self-centered and decadent, the other wildly idealistic. The Shelleys take up residence near Pisa.",,1988,126,2.746,False,1988-09-19,Remando al viento,es,,5.5,23
Ultimatum,61224,https://www.youtube.com/watch?v=fOlIkeko6J0,Alain Tasma,"['Gaspard Ulliel', 'Michel Boujenah', 'Anna Galiena', 'Jasmine Trinca', 'Sarah Adler', 'Hana Laslo', 'Lior Ashkenazi', 'Alon Pdut', 'Tal Friedman', 'Moshe Ivgy', 'Ori Pfeffer', 'Moni Moshonov', 'Yotam Ishay']",,"Drama, Romance",0,0,A young French couple deals with ramifications of world events on their relationship as Saddam Hussein threatens to launch SCUD missiles on Israel.,,2009,102,1.4,False,2009-09-30,Ultimatum,fr,,3.3,3
Asa Nu Maan Watna Da,48529,,Manmohan Singh,"['Harbhajan Mann', 'Kirandeep Kimmi', 'Arshvir Bajwa', 'Kanwaljit Singh', 'Deep Dhillon', 'Gurpreet Ghuggi', 'Navneet Nishan', 'Neeru Bajwa', 'Kimi Verma', 'Deep Dhillon', 'Vivek Shauq']",,Family,0,0,"Calgary-based businessman Kanwaljit Singh Tilon sends money home to his brother, Deep, to invest in some property. Now with his wife; son, Mehr; and medical-student daughter, Aman; he returns home to Kapurthala to live with Deep for a year. They are very well received by Deep and his wife, Harbans, with Mehr and Aman both finding life partners in the outspoken Palli and Dr. Balvinder. Things change dramatically after Kanwaljit announces that he will not be returning to Canada, and will reside there permanently.",,2004,179,1.438,False,2004-05-07,ਅਸਾਂ ਨੂੰ ਮਾਣ ਵਤਨਾਂ ਦਾ,pa,,6.0,1
While the Door Was Locked,223315,,Hasse Ekman,"['Tollie Zellman', 'Olof Winnerstrand', 'Hasse Ekman', 'Inga Landgré', 'Stig Järrel', 'Douglas Håge', 'Hjördis Petterson', 'Marianne Löfgren', 'Gunn Wållgren', 'Gunnar Björnstrand', 'Gösta Cederlund', 'Nils Kihlberg', 'Hampe Faustman', 'Tord Stål', 'Gunnar Öhlund', 'Birgitta Arman', 'Edvard Danielsson']",,Drama,0,0,The film follows a number of people in an apartment building during a night full of dramatic events and entanglements.,,1946,89,1.134,False,1946-12-26,Medan porten var stängd,sv,,6.5,8
Munna Bhai M.B.B.S.,19625,https://www.youtube.com/watch?v=6lCGvu-hwX4,Rajkumar Hirani,"['Sanjay Dutt', 'Arshad Warsi', 'Sunil Dutt', 'Gracy Singh', 'Rohini Hattangadi', 'Boman Irani', 'Jimmy Shergill', 'Kurush Deboo', 'Yatin Karyekar', 'Mumaith Khan', 'Priya Bapat', 'Pushkar Shrotri', 'Neha Dubey', 'Rohitash Gaud', 'Nawazuddin Siddiqui', 'Surendra Rajan', 'Khurshed Lawyer']",,"Comedy, Drama",0,0,A gangster sets out to fulfill his father's dream of becoming a doctor.,,2003,156,8.52,False,2003-12-19,मुन्ना भाई एम बी बी एस,hi,He Might Just Cure You,7.168,244
Des Hoyaa Pardes,295249,,Manoj Punj,"['Gurdas Mann', 'Juhi Chawla', 'Divya Dutta', 'Sudhir Pandey', 'Parmeet Sethi', 'Madhumalti Kapoor', 'Anup Soni', 'Gurkirtan', 'Manav Vij', 'Kulbir Badesron', 'Kuldeep Sharma', 'Gurmeet Saajan', 'Amritpal Singh Billa', 'Omkar Bhakri', 'Narinder Nina', 'Satindra Narulla', 'Mohinder Bagga', 'Amrik Teja', 'Deborah Delarado', 'Gogi Kohli', 'Bidya Rao', 'Amneek Sandhu']",,"Drama, Family",0,0,"In 1984 the former Indian Prime Minister, Indira Gandhi, was assassinated by her Sikh bodyguards, and since then the Sikhs have been a target of violent backlashes by radicals and the Punjab Police. During 1985 Gursharan Singh Soman lived a peaceful life as a farmer in rural Punjab, along with his elderly parents, Gurdev and Tejpal, and an unmarried sister, Guddi.",,2004,164,2.103,False,2004-09-27,ਦੇਸ ਹੋਇਆ ਪਰਦੇਸ,pa,,0.0,0
Nalaik,270069,,Ravi Nishand,"['Vivek Shauq', 'Rana Jung Bahadur', 'Jaspal Bhatti', 'Bobby Deol', 'Sonika Gill', 'Dimple Begroy', 'Gurpreet Ghuggi']",,"Comedy, Action, Crime",0,0,"The Municipality of Hoshiarpur not only honors it's Assistant Commissioner of Police Pratap Singh but also promotes him as the Commissioner. While Pratap's brother-in-law is also a police officer, his son, Nishant, quite comically, wants to be a bandit, and much to Pratap's chagrin, wants to follow in the steps of Sholay's Gabbar Singh. Things get out of control after a bank is robbed, and the police launch a man-hunt for the robbers, whose leader they believe is none other than Nishant.",,2005,165,0.6,False,2005-05-05,Nalaik,pa,,0.0,0
Des Hoyaa Pardes,295249,,Manoj Punj,"['Gurdas Mann', 'Juhi Chawla', 'Divya Dutta', 'Sudhir Pandey', 'Parmeet Sethi', 'Madhumalti Kapoor', 'Anup Soni', 'Gurkirtan', 'Manav Vij', 'Kulbir Badesron', 'Kuldeep Sharma', 'Gurmeet Saajan', 'Amritpal Singh Billa', 'Omkar Bhakri', 'Narinder Nina', 'Satindra Narulla', 'Mohinder Bagga', 'Amrik Teja', 'Deborah Delarado', 'Gogi Kohli', 'Bidya Rao', 'Amneek Sandhu']",,"Drama, Family",0,0,"In 1984 the former Indian Prime Minister, Indira Gandhi, was assassinated by her Sikh bodyguards, and since then the Sikhs have been a target of violent backlashes by radicals and the Punjab Police. During 1985 Gursharan Singh Soman lived a peaceful life as a farmer in rural Punjab, along with his elderly parents, Gurdev and Tejpal, and an unmarried sister, Guddi.",,2004,164,2.103,False,2004-09-27,ਦੇਸ ਹੋਇਆ ਪਰਦੇਸ,pa,,0.0,0
Nalaik,270069,,Ravi Nishand,"['Vivek Shauq', 'Rana Jung Bahadur', 'Jaspal Bhatti', 'Bobby Deol', 'Sonika Gill', 'Dimple Begroy', 'Gurpreet Ghuggi']",,"Comedy, Action, Crime",0,0,"The Municipality of Hoshiarpur not only honors it's Assistant Commissioner of Police Pratap Singh but also promotes him as the Commissioner. While Pratap's brother-in-law is also a police officer, his son, Nishant, quite comically, wants to be a bandit, and much to Pratap's chagrin, wants to follow in the steps of Sholay's Gabbar Singh. Things get out of control after a bank is robbed, and the police launch a man-hunt for the robbers, whose leader they believe is none other than Nishant.",,2005,165,0.6,False,2005-05-05,Nalaik,pa,,0.0,0
Des Hoyaa Pardes,295249,,Manoj Punj,"['Gurdas Mann', 'Juhi Chawla', 'Divya Dutta', 'Sudhir Pandey', 'Parmeet Sethi', 'Madhumalti Kapoor', 'Anup Soni', 'Gurkirtan', 'Manav Vij', 'Kulbir Badesron', 'Kuldeep Sharma', 'Gurmeet Saajan', 'Amritpal Singh Billa', 'Omkar Bhakri', 'Narinder Nina', 'Satindra Narulla', 'Mohinder Bagga', 'Amrik Teja', 'Deborah Delarado', 'Gogi Kohli', 'Bidya Rao', 'Amneek Sandhu']",,"Drama, Family",0,0,"In 1984 the former Indian Prime Minister, Indira Gandhi, was assassinated by her Sikh bodyguards, and since then the Sikhs have been a target of violent backlashes by radicals and the Punjab Police. During 1985 Gursharan Singh Soman lived a peaceful life as a farmer in rural Punjab, along with his elderly parents, Gurdev and Tejpal, and an unmarried sister, Guddi.",,2004,164,2.103,False,2004-09-27,ਦੇਸ ਹੋਇਆ ਪਰਦੇਸ,pa,,0.0,0
Nalaik,270069,,Ravi Nishand,"['Vivek Shauq', 'Rana Jung Bahadur', 'Jaspal Bhatti', 'Bobby Deol', 'Sonika Gill', 'Dimple Begroy', 'Gurpreet Ghuggi']",,"Comedy, Action, Crime",0,0,"The Municipality of Hoshiarpur not only honors it's Assistant Commissioner of Police Pratap Singh but also promotes him as the Commissioner. While Pratap's brother-in-law is also a police officer, his son, Nishant, quite comically, wants to be a bandit, and much to Pratap's chagrin, wants to follow in the steps of Sholay's Gabbar Singh. Things get out of control after a bank is robbed, and the police launch a man-hunt for the robbers, whose leader they believe is none other than Nishant.",,2005,165,0.6,False,2005-05-05,Nalaik,pa,,0.0,0
Killer Punjabi,666365,https://www.youtube.com/watch?v=cgveu3R_P8Y,,"['Buwan Azad', 'Pooja Batra', 'Saman Chetan', 'Gary Castro Churchwell', 'Baljinder Darapuri', 'Raman Dhaliwal', 'Jasbir Gill', 'Gulshan Grover', 'Balinder Johal', 'Paul Lazenby', 'Charanjeet Lobana', 'Florence Mae', 'Nandini Minocha']",,Action,1000000,0,A contract killer who has little enthusiasm for his work faces a dilemma when he is instructed to kill the woman he loves.,,2016,119,2.422,False,2016-04-29,Killer Punjabi,pa,,0.0,0
Yaariyan,252053,,Divya Khosla Kumar,"['Himansh Kohli', 'Nicole Faria', 'Gulshan Grover', 'Dev Sharma', 'Rakul Preet Singh', 'Sayali Bhagat', 'Evelyn Sharma']",,"Drama, Romance",10,100,A college student must win an inter college competition to save his college from being demolished by property builders.,https://www.facebook.com/YaariyanOfficialPage,2014,145,2.666,False,2014-01-10,Yaariyan,hi,,3.5,11
Babal Da Vehra,48530,,Harbux Latta,"['Yograj Singh', 'Malkit Singh', 'Giordon Rana', 'Jaswinder Bhalla', 'Avtar Gill', 'Sarabjit Mangat', 'Jaswant Daman', 'Arpita Sanghera', 'Sandeep Malhi', 'Dolly Malkiat']",,Drama,0,0,"A young American Indian boy named Vikram travels to India to locate his missing father and uncovers a series of shocking revelations about his family. Yearning to know more about his paternal ancestry, Vikram discovers that his father's life was far more complex and storied than he ever could have imagined. Avtar Gill, Sarbjit Mangat and Jaswant Daman also star in director Harbux Latta's searing drama",,2008,130,0.6,False,2008-01-01,Babal Da Vehra,en,,0.0,0
Basanti,401900,,Chaitanya Dantuluri,"['Alisha Baig', 'Randhir Gatla', 'Tanikella Bharani', 'Anand Ramaraju']",,Drama,0,0,A group of students are taken as hostages in their own 'Basanti College' by a gang of terrorists.,,2014,0,1.378,False,2014-02-28,Basanti,en,,7.0,1
Gulabo Sitabo,611356,,Shoojit Sircar,"['Amitabh Bachchan', 'Ayushmann Khurrana', 'Farrukh Jaffar', 'Vijay Raaz', 'Brijendra Kala', 'Srishti Shrivastava', 'Poornima Sharma', 'Shri Prakash Bajpai', 'Jogi Malang', 'Sunil Butolia']",,"Drama, Comedy",0,0,"Set in present-day Lucknow, Gulabo Sitabo is a social satire about two impossibly peculiar human beings, Mirza Chunnan Nawab, who stays in a dilapidated mansion and one of the tenants, Bankey Rastogi.",,2020,124,6.221,False,2020-06-12,गुलाबो सिताबो,hi,,5.716,37
Majaajan,48543,,Ravinder Ravi,"['Gaivi Chahal', 'Gurkirtan Chauhan ', 'Gurchet Chitterkar ', 'Harmeet Gauri ', 'Jagtar Jaggi', 'Satwant Kaur', 'Parmod Pabbi', 'Amar Paul', 'Simmi Sekhon', 'Gugu Gill']",,Drama,0,0,"Majaa in this movie Govindan (Manivannan) is a thief who has two children. Aadhi (Pasupathy) and Mathi (Vikram). Years go by and the two, Aadhi and Madhi, decide to stop stealing and mend their ways and lead a hardworking life along with their father. They migrate to neighboring village and meet a retired agricultural officer, Chidambaram (Vijayakumar) who is in deep debts and is under pressure from the village's landlord, Kalingarayar (Murali) to clear his debts.",,2008,149,0.6,False,2008-06-06,Majaajan,en,,0.0,0
Vilaitiya,48525,,Surinder Singh Walia,"['Labh Janjua', 'Balvir Boparai', 'Nirmal Rishi', 'Yograj']",,Drama,0,0,,,2009,120,0.6,False,2009-06-01,Vilaitiya,en,,0.0,0
Lakh Pardesi Hoiye,407366,,,[],,,0,0,"Lakh Pardesi Hoiye is the new Punjabi movies 2015 full movie directed by Swaran Singh Starring Rana Jung Bahadur, Aman Verma, Rajat Bedi, Julie Bir and many others.",,,2,0.6,False,,Lakh Pardesi Hoiye,en,,0.0,0
Mera Pind:  My Home,48548,,Manmohan Singh,"['Harbhajan Mann', 'Navjot Singh Sidhu', 'Kimi Verma', 'Rana Ranbir', 'Deep Dhillon', 'Navneet Nishan', 'Gugu Gill', 'Gurpreet Ghuggi', 'Prabhsharan Kaur', 'Rupinder Kaur']",,"Drama, Romance, Comedy",0,0,"Kamalpur-based Khular family make a lot of sacrifices to get their daughter and eldest son married; as well as ensure their youngest, Himmat, gets a good education in Patiala's Punjabi University. After Himmat completes his education and returns home, the family even arrange his marriage with an America-based wealthy bride so that he can re-locate abroad and live a better life. The family's peace and harmony is shattered, the house gets divided, after Himmat refuses to marry the bride, and instead sets off with his friends to open a lowly Dhaba. He also starts wooing Resham, the wealthy daughter of Deep Singh, the President of Punjab Hotel Association - who will never permit her to marry a lowly Dhaba owner, and is already making plans to get her married to someone very wealthy.",,2008,165,1.4,False,2008-01-01,ਮੇਰਾ ਪਿੰਡ - ਮਾਈ ਹੋਮ,pa,,5.0,1
Hashar - A Love Story,48533,https://www.youtube.com/watch?v=YJ6kBSb6LLQ,Gaurav Trehan,"['Babbu Mann', 'Gurline Chopra', 'Akshita', 'Rana Ranbir', 'Hardeep Gill', 'Gurkirtan', 'Surendra Sharma', 'Anita Devgan', 'Gurkirtan Chauhan ', 'Satwant Kaur', 'Kartar Cheema', 'Sudesh Lehri', 'Victor John']",,,0,0,"Hashar is the story of today’s young generation who without true feelings of love, get together and later due to misunderstandings their life becomes tumultuous.Set in university campus it highlights the fact that when supported by politicians for their own benefits, student politics can take an ugly turn and create havoc in the personal life of students.The story is all about love, passion, hatred and romance and above all this fiction is more than reality.",,2008,176,1.4,False,2008-08-26,Hashar - A Love Story,pa,,8.0,1
Hayate the Combat Butler! Heaven is a Place on Earth,81505,,Hideto Komori,"['Ryoko Shiraishi', 'Rie Kugimiya', 'Shizuka Itoh', 'Mikako Takahashi']",,"Animation, Romance",0,0,"Hayate, Nagi and the gang spend the last days of summer break at Nishizawa's countryside vacation home. But a mysterious spirit has concocted a scheme to separate the butler from his young mistress.",,2011,69,5.813,False,2011-08-27,劇場版 ハヤテのごとく! HEAVEN IS A PLACE ON EARTH,ja,,4.8,4
Sat Sri Akal,48900,,Kamal Sahani,"['Kimi Verma', 'Manpreet Singh', 'Arun Bali', 'Dolly Minhas', 'Avtar Gill', 'Nirmal Rishi', 'Manmeet Singh', 'Neelu Kohli', 'Pooja Tandon', 'Vivek Shauq']",,"Drama, Romance",0,0,"""The movie is a humble tribute commemorating 300 years of Gurta Gaddi Diwas (Coronation) of Sri Guru Granth Sahib,"" Sahni stated and added that the movie revolves around traditional values, love, sentiments, and colossal faith towards the almighty God. ""The film tends to enlighten one on how Guru Granth Sahib is practical Guru in this modern world,"" he claimed and mentioned that for the first time, the ""true to life"" ambience of pilgrimage places like Sri Harmandar Saheb (Amritsar), Sri Hazur Saheb (Nanded) and Sri Bangla Sahib (Delhi) would be shown on 35 mm format",,2008,136,1.007,False,2008-08-06,Sat Sri Akal,pa,,6.0,1
Chak de Phatte,295245,,,"['Jaspal Bhatti', 'Mahie Gill', 'Gurpreet Ghuggi', 'Jaswinder Bhalla', 'Savita Bhatti', 'Upasna Singh', 'Vivek Shauq']",,"Comedy, Drama",0,0,Four Punjab-based men attempt to immigrate abroad by wooing a Canadian resident.,http://en.wikipedia.org/wiki/Chak_De_Phatte,2008,140,1.546,False,2008-12-05,Chak de Phatte,pa,,7.0,1
Jag Jeondeyan De Mele,17164,,Baljit Singh Deo,"['Harbhajan Mann', 'Tulip Joshi', 'Gurpreet Ghuggi', 'Baljit Singh Deo', 'Puneet Issar', 'Sunita Dhir', 'Gulzar Inder Chahal', 'Shavinder Mahal', 'Gurpreet Grewal']",,"Drama, Romance",0,0,"Fortunate are those who are able to live the rest of their lives with whom they first fall in love with. ""Baljit Singh Deo"" The film reflects a journey of a young man Abahijot (Harbhajan Mann), which holds so much excitement, dreams, sadness, happiness, hate and love. Parting from your loved ones is only a phase everyone goes through but the love remains strong in the hearts of those who are left",,2009,160,1.356,False,2009-02-20,Jag Jeondeyan De Mele,pa,,5.2,2
Tera Mera Ki Rishta,20844,,Navaniat Singh,"['Jimmy Shergill', 'Anupam Kher', 'Kulraj Randhawa', 'Raj Babbar', 'Archana Puran Singh', 'Gurpreet Ghuggi', 'Binnu Dhillon']",,"Drama, Romance",0,108741,"Meet, an adventurous young man from Vancouver, travels to India with his mother to attend a wedding. While he falls for Rajjo, a small-town girl, his mother arranges his marriage with someone else.",http://tmkr.erosentertainment.com,2009,166,1.4,False,2009-04-10,Tera Mera Ki Rishta,pa,,7.3,3
Mini Punjab,17011,,,"['Gurdas Mann', 'Jividha Astha', 'Manav Vij', 'Madhumalti Kapoor']",,,0,0,"The Film Pans not just through the various shades of an emotional drama, but all the spicy sprinklings of Love, Hate, Comedy, Action and Tragedy. The sparkle of Love at Mini Punjab has dimmed by the shadows of social evils, be it racial discrimination, hatred, revenge or jealousy. And the ditch between hearts of the people here seems to be only widening.....",http://www.minipunjabthemovie.com/,2009,128,2.397,False,2009-04-17,Mini Punjab,en,,0.0,0
Munde U.K. De,17601,,Manmohan Singh,"['Jimmy Shergill', 'Neeru Bajwa', 'Amrinder Gill', 'Gurpreet Ghuggi', 'Deep Dhillon', 'Arun Bali', 'Rana Ranbir', 'Khushboo', 'Akshita Sharma', 'Tina Sharma', 'Seema Kaushal', 'Binnu Dhillon', 'Sunita Dhir', 'Rupinder Rupi', 'Pali Mangat', 'Malkeet Rauni', 'Labh Chatamliwala', 'Kulbir Badesron', 'Kulwant Gill', 'Kulwant Khatra', 'Annetpal Sekhon', 'Sherry Uppal']",,"Drama, Romance",0,0,This is the story of two British born Punjabi boys who visit Punjab for the first time and fall in love. They find it very difficult to win over the girls here because of their typical British attitude. It is very interesting to see how they adopt themselves to Punjabi traditions and win over the hearts of everybody. Their interaction with Punjabi youth is very entertaining as humor comes out.....,http://www.mundeukde.com,2009,149,0.6,False,2009-05-08,Munde U.K. De,pa,British by right! Punjabi by heart!,6.2,3
Luv U Bobby,425712,,,[],,,0,0,Luv U Bobby 2009 Movie,,,0,0.925,False,,Luv U Bobby,en,,0.0,0
