Title,Id,Trailer Link,Director,Cast,genre_ids,Genre,Budget,Revenue,Overview,Homepage,Year,Runtime,Popularity,Adult,Release_Date,Original_Title,Original_Language,Tagline,Vote_Average,Vote_Count
Kodanda Ramudu,486276,,S.V. Krishna Reddy,"['J. D. Chakravarthi', 'Rambha', 'Laya', 'Brahmanandam', 'Ali Basha', 'Shivaji Raja', 'Kallu Chidambaram', 'M. S. Narayana', 'Amanchi Venkata Subrahmanyam']",,Drama,0,0,"Ramu, a tour guide, is deeply in love with Mounika, who does not believe in the concept of love. She pretends to be smitten by him and then humiliates him when he proposes marriage.",,2000,140,1.253,False,2000-01-01,కోదండ రాముడు,te,,6.0,1
Annayya,669840,,D. Rajendra Babu,"['V. Ravichandran', 'Madhoo', 'Aruna Irani', 'Srinath']",,,0,0,"The story of Annayya, who is the only child of a rich Landlord and had lost his mother at the time of his birth. Annayya's father can provide him anything he wants, but Annayya's only desire is to get a mother's love.",,1993,148,1.391,False,1993-03-22,ಅಣ್ಣಯ್ಯ,kn,,0.0,0
Postman,508096,,Mischa Rozema,[],,Animation,0,0,A dark and funny apocalyptic short film from PostPanic studios.,,2007,2,0.6,False,2007-02-27,Postman,en,,0.0,0
Vamsodharakudu,521440,,Sarath,"['Nandamuri Balakrishna', 'Krishnam Raju', 'Ramya Krishnan', 'Sakshi Shivananda', 'Charan Raj', 'Srihari', 'Brahmaji', 'Ravi Babu', 'Brahmanandam', 'Babu Mohan', 'M. S. Narayana', 'Chalapathi Rao', 'Giri Babu', 'Radhika Sarathkumar', 'Rama Prabha', 'Jayalalita', 'Varsha', 'Mamilla Shailaja Priya', 'Srilakshmi', 'Kalpana Rai', 'Y. Vijaya', 'Surya Bhagawan Das', 'Pithamagan Mahadevan']",,"Drama, Romance",0,0,"Suryam is a physical director in a local college and lives with his mother Varalakshmi, a widow. The college in which Suryam work belongs to an Industrialist called Sudarshan Rao.",,2000,153,1.095,False,2000-01-14,వంశోద్ధారకుడు,te,,0.0,0
Kalisundam Raa,81064,,Uday Shankar,"['Venkatesh', 'Simran', 'K. Viswanath', 'Brahmanandam', 'Ali Basha', 'Amanchi Venkata Subrahmanyam', 'M. S. Narayana', 'Ahuti Prasad', 'Ranganath', 'Rallapalli Narasimha', 'Prasad Babu', 'Achyuth', 'Gundu Hanumantha Rao', 'Annapoorna', 'Venniradai Nirmala', 'Srihari', 'Chitti Babu']",,"Family, Drama",0,0,"Raghaviah and Ram Mohan Rao are brothers-in-law. But Ram Mohan Rao is at loggerhead with Raghavaiah because of a family feud. Raghavaiah is nearing his 60's and it's time for his Shastipoorti ceremony. It's time for gathering, folks!",,2000,150,1.613,False,2000-01-14,కలిసుందాం రా,te,,6.5,4
Sammakka Sarakka,521449,,Dasari Narayana Rao,"['Suman Talwar', 'Ramya Krishnan', 'Roja Selvamani', 'Jaya Prada', 'Indraja', 'Brahmaji']",,Drama,0,0,"Movie director by Dasari Narayana Rao, with lead roles by Suman, Ramya Krishna & Roja.",,2000,0,2.187,False,2000-01-15,సమ్మక్క సారక్క,te,,0.0,0
Kshemanga Velli Labhamga Randi,267350,,Raja Vannem Reddy,"['Srikanth Meka', 'Brahmanandam', 'Rajendra Prasad', 'Roja Selvamani', 'Ramya Krishnan', 'Prakash Raj', 'Kovai Sarala']",,Comedy,0,0,Three mechanics in a car company are wayward husbands. Their weakness lies in drinking and spending half of their salary on the unnecessary items. Their wives have a tough time running their houses with the meager money provided by their men. Their world is turned upside down by a couple who move in next door.,,2000,172,1.606,False,2000-02-04,క్షేమంగా వెళ్ళి లాభంగా రండి,te,,6.7,5
Julie Ganapathi,257075,,Balu Mahendra,"['Saritha', 'Jayaram', 'Ramya Krishnan', 'Mohan Raman', 'Delhi Ganesh', 'Vatsala Rajagopal']",,Horror,0,0,"Tenkasi, the creator of a hit television show, finds himself in the house of Julie, a fan, after an accident. However, she reveals herself to be emotionally unstable and potentially dangerous.",,2003,141,2.611,False,2003-02-01,ஜூலி கணபதி,ta,,7.5,2
Hands Up,857980,https://www.youtube.com/watch?v=vn6QPzOeAdE,Chuck Whitman,"['LaRoyce Hawkins', 'Kris D. Lofton', 'Jamal Woolard', 'Jermaine Johnson', 'Chella Holcomb', 'Cheryl Frazier', 'Randall McDonald', 'Desmond Huey', 'Geramy Webster']",,"Drama, Crime",0,0,"After his cousin is shot and killed by a white police officer in Chicago and Black Lives Matter protests spread across the city, a black inner city teen desperately fights for a way out of the most notorious murder capital of America.",,2021,0,2.238,False,2021-09-03,Hands Up,en,There's always another way out.,5.9,4
Chala Bagundi,531011,,E.V.V. Satyanarayana,"['Srikanth Meka', 'Vadde Naveen']",,,0,0,"Vamsi is adopted after he saves Krishna's father from an accident. However, things turn bitter when he molests a lady a few years before she marries his stepbrother.",,2000,156,1.045,False,2000-02-18,Chala Bagundi,te,,2.0,1
Ravanna,844395,,B. Gopal,"['Dr. Rajasekhar', 'Soundarya', 'Krishna', 'Sanghavi', 'Narra Venkateswara Rao', 'Jayaprakash Reddy', 'Vijayakumar', 'M. S. Narayana', 'Venu Madhav', 'Kallu Chidambaram']",,Action,0,0,"Ravanna, a wayward youth, is misguided and used by the local MLA to threaten those who oppose him. Things start to change and he goes through a behavioural shift after falling in love with Sirisha.",,2000,146,0.6,False,2000-03-03,రవన్న,te,,0.0,0
Sanchalanam,938894,,,[],,,0,0,A man thwarts a suicide bid by a woman and her daughter only to get into trouble.,,2011,114,0.6,False,2011-01-01,Sanchalanam,te,,0.0,0
Balarama Krishnulu,528922,,Ravi Raja Pinisetty,"['Sobhan Babu', 'Dr. Rajasekhar', 'Jagapati Babu', 'Ramya Krishnan', 'Srividya']",,Drama,0,0,"Balaramaiah (Sobhan Babu) is the head of the village. His word is an ordinance to villagers. He lives with his wife Vasumathi (Srividya) and daughter Pooja (Rajeevi). He strictly adheres to the caste. He got rid of his half-brother Krishna Murthy (Dr. Rajashekhar) and half-sister Seeta (Kalpana) because their mother is from a lower caste. They live next door (by partitioning their ancestral home).  Shivaji (Jagapati Babu) cousin (son of maternal uncle) of Krishna Murthy comes to the village.Krishna Murthy gives shelter in his house. Shivaji falls in love with Pooja. Balaramaiah comes to know about this and makes arrangements for Pooja's marriage with Antharvedi (Tanikella Bharani), son of Chintamani (Gollapudi Maruthi Rao) who instigates clashes between Balaramaiah & Krishna Murthy.  At the end Balaramaiah realizes his mistake with the advice of Vasumati, accepts Krishna Murthy as his brother. A happy ending with united family ensues.",,1992,139,1.46,False,1992-11-07,బలరామ కృష్ణులు,te,,0.0,0
Nuvvu Vastavani,137466,,VR Pratap,"['Nagarjuna Akkineni', 'Simran', 'Kota Srinivasa Rao', 'Tanikella Bharani', 'Brahmanandam', 'Y. Vijaya', 'Sudha', 'Bandla Ganesh', 'Raghu Kunche', 'Ananth Babu', 'Ponnambalam', 'Nutan Prasad', 'Rama Prabha', 'Shivaji Raja', 'Ali Basha', 'Mallikarjuna Rao', 'Jayabharathi', 'Ranganath']",,,0,0,"The movie starts with Chinni (Nagarjuna) revealing, on a train journey from Pune to Hyderabad, that he just got out of jail after seven years. His past is revealed in a flash back.  He had been a singer, waiting for the big break. Indu (Simran Bagga) hears his voice, though she doesn't see him and becomes his fan. When Chinni realizes this, he tries to reveal who he is but circumstances place him and Indu in situations where she ends up thinking that he is a rowdy. Chinni ultimately becomes responsible for her losing her eyesight too.  He devotes himself to her from then onwards attending to her every need. She learns to respect and love him too, thinking that he is the singer and not knowing that he is the same person she thought was a rowdy.",,2000,145,1.869,False,2000-04-05,Nuvvu Vastavani,te,,5.5,2
Yuvaraju,626994,,Dasari Narayana Rao,"['Nageshwara Rao Akkineni', 'Jayasudha']",,,0,0,,,1982,140,0.6,False,1982-01-01,Yuvaraju,te,,0.0,0
Badrinath Ki Dulhania,413646,https://www.youtube.com/watch?v=gzFs5nfs9cE,Shashank Khaitan,"['Varun Dhawan', 'Alia Bhatt', 'Shweta Basu Prasad', 'Gauahar Khan', 'Sahil Vaid', 'Shiv Darshan', 'Aakanksha Singh', 'Puneet Singh Ratn', 'Yash Sinha', 'Gaurav Pandey', 'Swanand Kirkire', 'Rituraj Singh', 'Kanupriya Pandit', 'Aparshakti Khurana', 'Sukhmani Lamba', 'Rajendra Sethi']",,"Drama, Comedy, Romance",0,0,Badrinath is looking for a typical bride; Vaidehi is looking for an independent life. Together they must break with tradition and redefine their role,http://dharma-production.com/movie/badrinath-ki-dulhania_2017,2017,139,8.62,False,2017-03-10,Badrinath Ki Dulhania,hi,,6.339,112
Madhuri,566603,https://www.youtube.com/watch?v=-C80Fowqg4I,Swapna Joshi,"['Sonali Kulkarni', 'Sharad Kelkar']",,,0,0,"In a beautiful sleepy town of Panchgani lives a strict, principled professor with her equally rebellious and difficult daughter. In a quirky twist of fate, the professor meets with an accident and her memory travels back to the age of twenty. What follows is the total role reversal for the daughter, who does not know how to handle the situation. The only saving grace here is the psychiatrist who is treating her mother. On coming abreast with a completely different side of the mother's personality, she sets on a journey to find out about her mother's past. Will she be able to mend the troubled relationship she had with her mother? Will the psychiatrist be able to revive back the professor's memory?",,2018,0,0.6,False,2018-11-30,Madhuri,en,,0.0,0
Manoharam,1021910,,Gunasekhar,"['Jagapati Babu', 'Prakash Raj', 'Laya', 'Mukesh Rishi', 'L. B. Sriram', 'M. S. Narayana', 'Brahmaji']",,"Action, Thriller",0,0,"The film begins with the ISI moles scheming to destabilize India, followed by bomb blasts in Coimbatore and Hyderabad. Basha, an ISI agent, enters India to plant bombs at various places. Anand is a regular bank employee and through a case of mistaken identity by police, he exposes the nefarious ISI network. Anand is tried and sentenced to 14 years imprisonment. Anand's wife Usha tries to prove her husband's innocence with the help of CBI officer Srinivasa Murthy.",,2000,155,1.126,False,2000-05-13,Manoharam,te,,7.0,1
Yuvakudu,82316,,A. Karunakaran,"['Sumanth', 'Bhumika Chawla', 'Jayasudha', 'Venu Madhav', 'Ali Basha', 'Kota Srinivasa Rao', 'Gautam Raju', 'Kanal Kannan', 'Sumant', 'Surya Bhagawan Das']",,"Drama, Romance",0,0,"Siva, a jovial college student, falls in love with a girl, who later rejects him. His mother decides to befriend the girl and persuade her to marry her son.",,2000,150,1.542,False,2000-01-01,Yuvakudu,te,,6.0,1
Are you good ?,435916,,,"['Vadde Naveen', 'Priya Gill', 'Srihari', 'Giri Babu']",,,0,0,"It is a Hum Aapke Hai Kaun situation here. Suresh, the elder brother of Priya Gill, marries Naveen's sister, and everyone is happy. Their happiness - or at least the happiness of the couple's siblings - is bolstered as Cupid strikes and it is mutual love between Priya Gill and Naveen. But all their plans of marriage come to nought as Priya Gill's father is against the marriage of the siblings into the same family. This because he has had a miserable experience earlier, when he lost his wife and sister.",,,140,0.6,False,,Bagunnara?,te,,10.0,1
Phir Bhi Dil Hai Hindustani,97351,,Aziz Mirza,"['Shah Rukh Khan', 'Juhi Chawla', 'Johnny Lever', 'Paresh Rawal', 'Shakti Kapoor', 'Smita Jaykar', 'Haidar Ali', 'Nina Kulkarni', 'Sheeba Chaddha', 'Bharat Kapoor', 'Govind Namdeo', 'Vishwajeet Pradhan', 'Kamya Punjabi', 'Sharat Saxena', 'Atul Parchure', 'Satish Shah', 'Dalip Tahil', 'Mahavir Shah', 'Aanjjan Srivastav', 'Umesh Ghadge']",,"Romance, Comedy",0,0,Two rival reporters team up to help prove the innocence of a man set to be hanged for the murder of a politician.,,2000,160,7.537,False,2000-01-21,फिर भी दिल है हिंदुस्तानी,hi,"Love, laughter, and freedom.",6.521,70
Brazil 2002: The Real Story,1024539,,Luis Ara,"['Ronaldo', 'Roberto Carlos', 'Ronaldinho', 'Cafú', 'Denílson', 'Juliano Belletti', 'David Beckham']",,Documentary,0,0,"A behind-the-scenes look at Brazil's 2002 World Cup-winning soccer team, with unseen footage and interviews with the players.",,2022,90,4.514,False,2022-10-04,Brasil 2002: Os Bastidores do Penta,pt,,7.6,31
Chitram,80950,,Teja,"['Uday Kiran', 'Reema Sen', 'Chitram Seenu', 'Amanchi Venkata Subrahmanyam', 'Chitram Basha', 'Uttej', 'Tanikella Bharani', 'Rallapalli Narasimha', 'Delhi Rajeshwari', 'Banerjee']",,,0,0,When Ramana who is interested in music and Janaki an NRI from the US meet in college sparks fly.,,2000,150,1.339,False,2000-05-25,చిత్రం,te,,5.5,2
Sivaji: The Boss,24049,,Shankar,"['Rajinikanth', 'Suman Talwar', 'Shriya Saran', 'Vivek', 'Raghuvaran', 'Cochin Haneefa', 'Manivannan', 'Solomon Pappaiah', 'Vadivukarasi', 'M. S. Bhaskar', 'Uma Padmanabhan', 'Pattimandram Raja', 'Pithamagan Mahadevan', 'Pyramid Natarajan', 'A. C. Murali Mohan', 'Bose Venkat', 'Swaminathan', 'Nayanthara', 'Mayilsamy', 'Chinni Jayanth', 'Dhamu', 'Kanal Kannan', 'Ilavarasu', 'Livingston', 'Andreanne Nouyrigat', 'Kaniha']",,"Action, Drama",12000000,19000000,A software engineer arrives in India to serve the nation and invest in the country's welfare. A few corrupt officials and politicians try to stop him while he tries to overcome the obstacles.,,2007,189,10.206,False,2007-06-14,சிவாஜி,ta,Bachelor of Social Service,7.055,100
Adavi Chukka,307777,,,[],,,0,0,"Film starring Vijayshanti, Charan Raj and Giribabu",,2000,0,0.841,False,2000-07-05,Adavi Chukka,en,,0.0,0
Bachelors,352582,,Kenny Young,"['Colin Egglesfield', 'David Faustino', 'Drew Fuller', 'Anna Hutchison', 'Noel Gugliemi', 'Brian J. White', 'Ava Gaudet']",,Comedy,0,0,"Womanizing advertising executive Aaron tries to stop best friend Sean from falling into the ""eternal damnation"" of marriage by throwing a wild bachelor party to remind Sean of the joys of bachelorhood.",,2016,86,2.321,False,2016-10-06,Bachelors,en,"While hosting his best friend's bachelor party, a man is forced to face his own fear of commitment",4.4,9
Maa Pelliki Randi,486273,,Muppalaneni Shiva,"['J. D. Chakravarthi', 'Sakshi Shivananda', 'Brahmanandam', 'Kota Srinivasa Rao', 'Sudhakar', 'Chandramohan', 'Nagesh']",,Family,0,0,"Happy-go-lucky Kumar falls head over heels in love with Anjali at first sight. After a lot of persuasion, Anjali agrees to marry him, but his parents have different plans for him.",,2001,133,0.693,False,2001-03-20,Maa Pelliki Randi,te,,8.3,3
Goppinti Alludu,280334,,E.V.V. Satyanarayana,"['Nandamuri Balakrishna', 'Simran', 'Sanghavi', 'S. P. Balasubramaniam', 'Kota Srinivasa Rao', 'Kaikala Satyanarayana', 'Chalapathi Rao', 'Prudhviraj', 'Saadhika Randhawa', 'Tanikella Bharani', 'Jayaprakash Reddy', 'Babloo Prithiveeraj', 'Ahuti Prasad', 'Mallikarjuna Rao', 'L. B. Sriram', 'Gundu Hanumantha Rao', 'Sudha', 'Sana', 'Hema', 'Madhumani', 'Kalpana Rai']",,"Family, Comedy",0,0,"Goppinti Alludu is a family based movie in which, Murali Manohar(Balakrishna) is son of the industrialist SVR(SPB). He arrives India from Switzerland after finishing his graduation. SVR fixes a girl for him and asks him to marry her. To get rid of unwanted marriage, Maohar escapes back to Switzerland. Sowmya(Simran) is the grand daughter of Achyuta Ramayya(Satyanarayana). Achyuta Ramayya",,2000,0,2.02,False,2000-07-21,Goppinti Alludu,te,,0.0,0
Pelli Sambandham,308229,,,[],,,0,0,Bollywood 2000,,2000,0,0.6,False,2000-01-01,Pelli Sambandham,en,,0.0,0
Kouravudu,330751,,Jyoti Kumar,"['Nagendra Babu', 'Ramya Krishnan', 'Achyuth', 'M. S. Narayana', 'Ajay', 'Annapoorna']",,,0,0,Kouravudu is a 2000 Telugu movie starring Nagendra Babu and Ramya Krishnan.,,2000,148,0.6,False,2000-07-28,కౌరవుడు,te,,0.0,0
Sardukupodam Randi,303312,,S.V. Krishna Reddy,[],,,0,0,Krishna builds up resentment against his wife Radha as she does not seem to have time for him. The entry of Nisha in his office as his personal secretary makes matters worse. What happens next?,,2000,0,0.6,False,2000-01-01,Sardukupodam Randi,en,,0.0,0
9 Nelalu,262994,,Kranthi Kumar,"['Vikram', 'Soundarya']",,,0,0,9 Nelalu or Tommidi Nelalu (English: 9 Months) is a 2001 Telugu language drama film directed by Kranthi Kumar. The film features Soundarya and Vikram in the lead roles. The film opened in 2001 to positive reviews from critics.later dubbed and released in Tamil as Kanden Seethaiyai.,,2001,0,1.211,False,2001-01-01,9 Nelalu,en,,0.0,0
Neeke Manasichanu,308220,,Surya Teja,"['Sarath Babu', 'Brahmanandam', 'Chandramohan', 'Gundu Hanumantha Rao', 'Jayanthi', 'Charmy Kaur', 'Venu Madhav', 'M. S. Narayana', 'Shivaji Raja', 'Satyam Rajesh', 'Rajitha', 'Junior Relangi', 'Kaikala Satyanarayana', 'Srikanth Meka', 'L. B. Sriram', 'Sudha', 'Sunil Varma']",,,0,0,2003,,2003,144,0.6,False,2003-12-12,Neeke Manasichanu,te,,0.0,0
Karthavyam,81066,,Mohan Gandhi,"['Vijayashanti', 'Venkateswara Rao Paruchuri', 'Nirmalamma', 'Charan Raj', 'Uday Prakash', 'Narra Venkateswara Rao', 'Pavala Shyamala', 'Babu Mohan', 'Ravi Teja', 'Sai Kumar', 'Meena']",,"Action, Drama",0,0,Karthavyam is a 1990 Telugu film directed by Mohan Gandhi. The film was a super hit and was subsequently dubbed into Tamil as Vyjayanthi IPS and became a hit there too. The lead actress Vijayashanti won the National Film Award for Best Actress for her performance in this film.,,1991,150,0.6,False,1991-01-02,Karthavyam,te,,0.0,0
Moodu Mukkalaata,1009712,,K Raghavendra Rao,"['Jagapati Babu', 'Soundarya', 'Rambha', 'Raasi', 'Prakash Raj', 'Nassar', 'Tanikella Bharani', 'Sudhakar', 'Brahmanandam', 'M. S. Narayana', 'Amanchi Venkata Subrahmanyam', 'Chitti Babu', 'L. B. Sriram', 'Gundu Sudarshan', 'Annapoorna', 'Mamilla Shailaja Priya', 'Uttej', 'Raja Ravindra', 'Delhi Rajeshwari']",,"Romance, Comedy",0,0,"Three girls, Shravani, Lahari and Aliveni, are in love with Shanti Swaroop, a lecturer. His life takes a turn when these girls execute different ways to woo him.",,2000,140,1.091,False,2000-09-01,మూడు ముక్కలాట,te,,0.0,0
Bhavani IPS,63692,,G. Kicha,"['Sneha', 'Vivek', 'Kota Srinivasa Rao', 'Yasmin Khan', 'Sampath Raj']",,,0,0,"Bhavani (Sneha), an honest police officer in Hyderabad, is posted as Assistant Commissioner of police in Tirunelveli upon the request of Tamil Nadu government. The town is controlled by Sivalingam (Kota Srinivasa Rao), a rich and influential baddie and an aspiring politician. He indulges in all unlawful activities.",,2011,149,1.523,False,2011-03-11,பவானி IPS,ta,,4.0,2
Azad,383520,,Yakup Teki̇ntangaç,[],,,0,0,Azad was forced to immigrate to Istanbul with his mother. His mother goes to work every day and she locks him in. Azad fi nds a way to keep himself busy.,,2016,0,0.6,False,2016-02-18,Azad,en,,9.0,2
Vamsi,281880,,B. Gopal,"['Mahesh Babu', 'Namrata Shirodkar', 'Krishna', 'Brahmanandam', 'Mayuri Kango', 'Tanikella Bharani', 'Nassar', 'Kota Srinivasa Rao']",,"Romance, Drama",0,0,"Vamsi (also known as Vamsee, Vamshi, or Vamshee) is a 2000 Tollywood film written by Satyanand and directed by B.Gopal which has Mahesh Babu and Namrata Shirodkar in the lead roles  Vamsi (Mahesh Babu) is a fashion designer who gets an opportunity to participate a designer's contest held in Australia. Vamsi has a colleague called Sneha (Mayuri Kango) who is selected to model his creations in the fashion contest. Since Vamsi has to study the culture of Australia to design the best outfit, he is asked to tour the Australia extensively for a month. Shilpa (Namrata Shirodkar) is the daughter of an industrialist Aakineedu Prasad (Nassar), who is studying in Australia. She decides to take a vacation after exams by touring the Australian country. Vamsi meets Shilpa in the tour and they slowly fall in love.",,2000,155,1.4,False,2000-10-04,వంశీ,te,,4.8,5
Nuvve Kavali,82200,,K. Vijaya Bhaskar,"['Tarun', 'Richa Pallod', 'Sai Kiran', 'Sunil Varma', 'Prema', 'Giri Babu', 'M. S. Narayana', 'Laila', 'Chalapathi Rao', 'Kovai Sarala', 'Dharmavarupu Subramanyam', 'Delhi Rajeshwari', 'Annapoorna', 'Shankar Melkote']",,"Drama, Family, Romance",0,0,"Nuvve Kavali (Telugu: నువ్వే కావాలి) (English translation I Want Only You) is a 2000 blockbuster Telugu film under Ushakiron Movies, directed by K. Vijaya Bhaskar of Swayamvaram fame. Tarun and Richa Pallod debuted with this film. In many ways the film became a catalyst for new trends in Tollywood. This movie was a remake of Malayalam Blockbuster Niram.",,2000,150,0.854,False,2000-10-13,నువ్వే కావాలి,te,,6.0,3
Ammo! Okato Tareekhu,438580,,E.V.V. Satyanarayana,"['L. B. Sriram', 'Kota Srinivasa Rao', 'Suresh', 'Srikanth Meka', 'Raasi', 'Prema']",,"Comedy, Drama",250000,0,A middle class man fights with various financial troubles due to overpopulated family resolves them by resolving family conflicts.,,2000,157,1.375,False,2000-10-20,అమ్మో ఒకటో తారీఖు,te,,7.0,1
Bachi,872012,,Puri Jagannadh,"['Jagapati Babu', 'Neelambari', 'Prakash Raj', 'Kota Srinivasa Rao', 'Ali Basha', 'Dharmavarupu Subramanyam', 'Raghu Kunche', 'Amanchi Venkata Subrahmanyam']",,"Action, Drama",0,0,"A police officer in the special branch, Bhaskar Chenmai, alias Bachi (Jagapathi Babu) one day receives a boy Habibi (Master Teja) from a courier from Dubai. Claiming that his mother had told him that Jagapati Babu is his father, the boy starts addressing him as father. The uncomfortable Bachi tries various methods to get rid of the boy, but his ways serve only to get him drawn towards the boy and become friends ultimately. Meanwhile, Bachi is the chief security officer for Tatineni Koteswara Rao (Prakash Raj), the Rs 50-crore winner of the Paris lottery. But Bachi's search for the boy continues and he manages to nail the father by his name, Bachi (Pruthvi Raj) and arrests him. But is he the real villain of the piece?",,2000,140,0.655,False,2000-11-09,బాచి,te,,0.0,0
Devullu,307821,,Kodi Ramakrishna,"['Raasi', 'Babloo Prithiveeraj', 'Suman Talwar', 'Srikanth Meka', 'Laya', 'Rajendra Prasad', 'S. P. Balasubramaniam', 'Ramya Krishnan', 'Vijayachander', 'Allu Ramalingaiah', 'Ali Basha', 'M. S. Narayana', 'Tanikella Bharani', 'Amanchi Venkata Subrahmanyam', 'Babu Mohan', 'Prudhviraj', 'Kalpana Rai', 'Nitya Shetty']",,Drama,0,0,Two children whose parents are about to get divorced visit seven holy shrines at their grandmother's behest who believes the gods are angry with her because she did not fulfill her promise.,,2000,149,1.466,False,2000-11-09,దేవుళ్ళు,te,,7.0,1
College,13991,https://www.youtube.com/watch?v=qrpl1r9LaVI,Deb Hagan,"['Alona Tal', 'Drake Bell', 'Andrew Lewis Caldwell', 'Nick Zano', 'Kevin Covais', 'Zach Cregger', 'Verne Troyer', 'Haley Bennett', 'Andree Moss', 'Carolyn Moss', 'Wendy Talley', 'Nathalie Walker', 'Ryan Pinkston', 'Camille Mana', 'Tracy Mulholland', ""Marissa D'Onofrio"", 'Gary Owen', 'Todd Voltz', 'Brandi Coleman']",,Comedy,7000000,6265483,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.,,2008,94,11.792,False,2008-08-28,College,en,Best. Weekend. Ever.,4.681,135
Chiru Navvutho,137248,,G. Ram Prasad,"['Venu Thottempudi', 'Shahin', 'Prakash Raj', 'Brahmanandam', 'Chandramohan', 'Prema']",,,0,0,"The story revolves around Venu (Venu), who is an orphan. His philosophy is to live happily with smile (Chirunavvu) all the time. His uncle (Chandra Mohan) wants to marry him with his daughter Aruna (Prema). Aruna runs away from the house during the marriage.  Venu goes to the city to find a job. There he meets Sandhya (Shaheen). During a night party, her soft drinks glass was adulterated with alcohol and she was about to be raped. Then Venu makes a heroic act by saving her from the goondas. Sandhya becomes close to Venu and both of them are fond of each other. During her birthday party, she announces that she is going to get married soon with Pratap (Prakash Raj). Venu, did get upset. When asked about his disappointment, Venu tells Sandhya that he loves her for which she says sorry. Venu believes that Sandhya still loves him. Venu pursues his quest for the love of Sandhya. Meanwhile, Sandhya observes the characters of selfish Pratap and smiling Venu.",,2000,145,0.68,False,2000-11-10,Chiru Navvutho,te,,6.0,1
Maa Annayya Bangaram,938314,,,[],,,0,0,"Sivaji completely dotes on his six brothers. When Manju, an urban girl, tells Sivaji's uncle Subba that she prefers to marry into a nuclear family, the latter lies to her about Sivaji's brothers.",,2010,152,0.6,False,2010-07-31,Maa Annayya Bangaram,te,,0.0,0
Durga,814425,,Abhishek Roy Sanyal,"['Mukti Ravi Das', 'Sarvari Kashid', 'Nitesh Mogre', 'Kritika Pande', 'Animesh Panwar', 'Raghubir Yadav']",,Drama,0,0,"Durga is a movie directed by Abhishek Roy Sanyal featuring Raghuvir Yadav, Sharvari Manoj Kashid.",,2020,15,0.668,False,2020-07-20,Durga,hi,,5.0,2
Uncle,69919,https://www.youtube.com/watch?v=F2Q-kSyTXYE,Adam Elliot,"['William McInnes', 'John Flaus']",,Animation,0,0,A nephew recalls the sometimes-lonely and often-eccentric life of his beloved uncle.,https://mubi.com/films/uncle,1996,6,1.527,False,1996-01-01,Uncle,en,,6.5,26
Tirumala Tirupati Venkatesa,1024825,,E. Sathi Babu,"['Ravi Teja', 'Srikanth Meka', 'Brahmanandam', 'Maheswari', 'Roja Selvamani', 'Kovai Sarala', 'Kota Srinivasa Rao', 'M. S. Narayana', 'Tanikella Bharani', 'Chandramohan', 'L. B. Sriram']",,Comedy,0,0,Three sisters are obsessed with money and dream to marry wealthy grooms. They marry three prospective grooms but later learn that they are ordinary people and refuse to live with them.,,2000,147,0.6,False,2000-12-21,Tirumala Tirupati Venkatesa,te,,0.0,0
Death of Insane,595721,,Sanal Kumar Sasidharan,"['Suni R S', 'Rajshri Deshpande', 'Ambi Neenasam', 'Ratheesh Sundar']",,Drama,0,0,,,2019,83,0.6,False,2019-01-25,ഉന്മാദിയുടെ മരണം,ml,,0.0,0
Mrugaraju,137374,,Gunasekhar,"['Chiranjeevi', 'Simran', 'Sanghavi', 'Nagendra Babu', 'Brahmanandam', 'Prakash Raj', 'Tanikella Bharani', 'Rambha', 'Chalapathi Rao', 'Gundu Hanumantha Rao', 'Kovai Sarala', 'Vijayakumar', 'M. S. Narayana', 'Surya Bhagawan Das']",,,0,0,"Mrugaraju is a 2001 Tollywood film which was written and directed by Gunasekhar based on English film The Ghost and the Darkness. It stars Chiranjeevi, Simran, Sanghavi and Nagendra Babu. Mani Sharma composed music for this film. The film has been dubbed in Tamil with the title Vettaikkaaran.The Hindi version of this is available named ""Rakshak, The Protector"".In a jungle, there lives a man-eating lion. The latest victim of lions havoc is the death of the chief engineer who is constructing the rail bridge. The Railway department asks Aishwarya (Simran) to go on the mission of constructing the bridge. Even after Aishwarya resumes the duty, Lion starts terrorizing the crew of the construction team.",,2001,145,2.53,False,2001-01-11,మృగరాజు,te,,5.3,3
Narasimha Naidu,137440,,B. Gopal,"['Nandamuri Balakrishna', 'Simran', 'Preeti Jhangiani', 'Mukesh Rishi', 'Flora Saini', 'Jayaprakash Reddy', 'Tanikella Bharani', 'Brahmanandam', 'Shivaji Raja', 'Achyuth', 'K. Viswanath']",,,0,0,"Narasimha Naidu is a 2001 Tollywood film, directed by B. Gopal, released on 11 January 2001. The movie stars Nandamuri Balakrishna, Simran Bagga, Preeti Jhangiani, Asha Saini, K Vishwanath, Mukesh Rishi. It was remade into Tamil as Ezhumulai starring Arjun Sarja, Simran Bagga, Ashish Vidyarthi. There is Hindi version of Ezhumulai named Main hun Rangbaaz.",,2001,145,1.448,False,2001-01-11,నరసింహ నాయుడు,te,,6.5,2
Devi Putrudu,279467,,Kodi Ramakrishna,"['Venkatesh', 'Anjala Zaveri', 'Soundarya', 'Suresh']",,History,0,0,"An archaeologist extracts a box from the sea which contains mystical powers. However, evil people are in pursuit of the box and create trouble for the former.",,2001,162,2.213,False,2001-01-14,Devi Putrudu,en,,5.2,4
