Title,Id,Trailer Link,Director,Cast,genre_ids,Genre,Budget,Revenue,Overview,Homepage,Year,Runtime,Popularity,Adult,Release_Date,Original_Title,Original_Language,Tagline,Vote_Average,Vote_Count
Ninnu Kalisaka,23800,,Siva Nageshwara Rao,"['Santosh Samrat', 'Chaitanya Krishna', 'Pia Bajpiee', 'Dipa Shah', 'Siva Nageshwara Rao', 'Krishnudu', 'M. S. Narayana', 'Sudeepa Pinky', 'Jogi Naidu', 'Subhashini', 'Master Bharath', 'Siri Vennela', 'Harinath Reddy Master', 'Jagapati Babu', 'Tarun Master', 'Vinay Varma']",,,0,0,"Two young pairs of lovers; Abhiram & Deepti as one pair, Chandu & Bindu as another. Abhiram & Bindu are IT professionals once both of them have been sent to USA, where both of them are assigned the same project and they become good friends. In India Chandu & Deepa are dance professionals, both of them want to win a dance trophy. So they also come closer and become good friends.",,2009,0,0.6,False,2009-10-02,Ninnu Kalisaka,te,,0.0,0
Mahatma,137273,,Pasupuleti Krishna Vamsi,"['Srikanth Meka', 'Bhavana', 'Jayaprakash Reddy', 'Uttej', 'Ram Jagan', 'Gopalakrishna Paruchuri', 'Charmy Kaur', 'Brahmanandam', 'Sampoornesh Babu']",,,0,0,"Dasu (Srikanth) is a rowdy in a basti in Hyderabad. He makes a living out of ""settlement of petty issues"". A young lawyer Krishnaveni (Bhavana) gets him bail in a petty case and their acquaintance soon develop into romance after a series of events. On other hand, a politician cum business woman (Jyothy) plans to set up SEZ in that basti that move is protested by dwellers headed by a genuine leader (Sekhar). Meanwhile, a local politician cum rowdy leader Dada (Jayaprakash Reddy) also protests against businesswoman and seeks Rs 200 Crores from if she wants to set up SEZ there. Dasu initially believes Dada as good politician and works for him. When Dada tries to take advantage of Dasu, he realizes his fault and plans to contest against him on a newly floated Mahatma party. How Krishnavani and local theatre artiste bring change in Dasu and make him realize the importance of Mahatma Gandhi's ideology is core point of the movie.",,2009,145,0.981,False,2009-10-09,Mahatma,te,,5.5,2
Jayeebhava,117420,,Naren Kondepati,"['Kalyan Ram', 'Hansika Motwani', 'Mukesh Rishi', 'Jayaprakash Reddy', 'Ali Basha', 'Brahmanandam', 'Venu Madhav', 'Ashish Vidhyarthi', 'Nageshwara Rao Akkineni']",,"Action, Drama",0,0,"Returning from abroad, a man and his girlfriend must unite their fathers who belong to two warring groups.",,2009,145,1.078,False,2009-10-23,Jayeebhava,te,,5.8,2
Ek Niranjan,38220,,Puri Jagannadh,"['Prabhas', 'Kangana Ranaut', 'Sonu Sood', 'Mukul Dev', 'Venu Madhav', 'Brahmanandam', 'Ali Basha', 'Brahmaji', 'Tanikella Bharani', 'Posani Krishna Murali', 'Makrand Deshpande', 'Sunil Varma', 'Chalapathi Rao', 'Gautam Raju', 'Prudhviraj', 'Abhinaya Sri', 'Sangeeta', 'Sravan Raghavendra']",,"Romance, Action, Drama",3800000,6900000,"A bounty hunter searches for the family he was separated from as a child, and falls in love with the sister of a gang member.",,2009,155,3.286,False,2009-10-29,ఏక్ నిరంజన్,te,,5.0,10
Villagelo Vinayakudu,281936,https://www.youtube.com/watch?v=ecK16JOIdhU,Sai Kiran Adivi,"['Krishnudu', 'Saranya Mohan', 'Rao Ramesh', 'Yandamuri Veerendranath']",,"Drama, Comedy",0,0,"Villagelo Vinayakudu (English: Vinayakudu (Ganesh) in the Village) is a 2009 Telugu comedy film produced by Mahi, written, and directed by Sai Kiran Adivi. The film is a sequel to the 2008 hit, Vinayakudu. Krishnudu reprises his role as Karthik in this film, whilst Saranya Mohan plays the female lead, and Rao Ramesh plays the role of her father. Telugu novel writer Yandamuri Veerendranath makes his acting debut in a small but vital role. The film was released on 5 November 2009 and received positive reviews.[citation needed] It faired well at the box office and ran for 75 days.",,2009,155,0.718,False,2009-11-05,Villagelo Vinayakudu,en,She told them everything about him... Except that he is fat.,6.7,3
Bendu Apparao R.M.P,117008,,E.V.V. Satyanarayana,"['Allari Naresh', 'Meghana Raj', 'Kamna Jethmalani', 'Telangana Sakuntala', 'Srinivasa Reddy', 'Ahuti Prasad', 'Uttej', 'Chalapathi Rao', 'Ali Basha', 'Jeeva', 'Raghu Babu', 'Krishna Bhagavan', 'Dharmavarupu Subramanyam', 'Amanchi Venkata Subrahmanyam', 'M. S. Narayana', 'L. B. Sriram', 'Kondavalasa Lakshmana Rao', 'Suman Shetty', 'Ananth Babu', 'D. Rama Naidu', 'Allari Subhashini']",,Comedy,0,0,,,2009,145,2.269,False,2009-10-16,బెండు అప్పారావ్ ఆర్. ఎం. పి,te,,5.0,5
Kurradu,132456,,Sandeep Gunnam,"['Varun Sandesh', 'Neha Sharma', 'Ali Basha', 'M. S. Narayana', 'Tanikella Bharani', 'Surekha Vani', 'Narsing Yadav']",,"Action, Romance",0,0,"Kurradu (Telugu: కుర్రాడు, English: Boy) is a 2009 Telugu film, directed by Sandeep Gunnam. The film stars Varun Sandesh and Neha Sharma in the lead roles. It is a remake of the Tamil film Polladhavan starred Dhanush and Divya Spandana . The film was released on 12 November 2009.",,2009,150,1.4,False,2009-11-12,Kurradu,te,,4.0,1
Swetha 5-10 Wellington Road,112307,,Sanjay Ram,"['Girish', 'Keerthi Chawla', 'Shiv']",,Thriller,0,0,"Swetha 5/10 Wellington Road revolves around a young woman who enters into a house in an unexpected situation. What are the troubles she faces inside the house, and how she overcomes all obstacles is the crux of the story. The entire story revolves around three characters.",,2009,130,0.6,False,2009-11-14,Swetha 5-10 Wellington Road,en,,2.0,1
Aarya 2,34763,,Sukumar,"['Allu Arjun', 'Navdeep', 'Kajal Agarwal', 'Brahmanandam', 'Mukesh Rishi', 'Ajay', 'Shraddha Das', 'Srinivasa Reddy', 'Sayaji Shinde', 'Erina Andriana', 'Venu Madhav']",,"Action, Comedy",0,0,"Two young boys staying together at an orphanage become friends. One of them is adopted by a wealthy family and grows up to become the owner of a software company. He provides employment for his friend, but when they both fall in love with the same young woman, conflict emerges.",,2009,155,3.608,False,2009-11-27,ఆర్య 2,te,Baby He Loves You,6.897,29
Pravarakhyudu,94978,,Madan Ramigani,"['Jagapati Babu', 'Priyamani', 'Hamsa Nandini', 'Brahmanandam', 'Sunil Varma', 'Ali Basha', 'Chalapathi Rao']",,,0,0,"Sasi (Jagapati Babu) and Sailaja (Priyamani) are good friends during their post-graduation time. Sailaja loves him, but Sasi’s ideology about love irritates Sailaja and both of them separate their ways. Sasi settles as a professor in Harvard University. He comes to Hyderabad to look out for a suitable girl. He then realizes that Sailaja works as a principal in a women’s college and she is unmarried too. The rest of the story is all about how Sasi makes Sailaja fall in love with him again.",,2009,158,0.625,False,2009-12-04,Pravarakhyudu,te,,8.5,1
Amaravathi,78669,,Selva,"['Ajith Kumar', 'Sanghavi', 'Thalaivasal Vijay', 'Kalyankumar', 'Charle', 'Nassar', 'Vikram', 'Bhanu Prakash']",,"Family, Romance, Drama",0,0,"Amravathi, a naive girl, runs away from home and finds shelter in Arjun's house, who takes good care of her. However, when Arjun falls in love with Amravathi, her life takes a turn.",,1993,147,1.631,False,1993-05-24,அமராவதி,ta,,5.0,1
Bumper Offer,117035,,Jaya Ravindra,"['Sairam Shankar', 'Bindu Madhavi', 'Sayaji Shinde', 'Brahmanandam', 'Chandramohan', 'Ali Basha', 'Venu Madhav', 'Dharmavarupu Subramanyam', 'M. S. Narayana', 'Jayaprakash Reddy', 'Kovai Sarala', 'Supreet', 'Gundu Sudarshan', 'Master Bharath']",,"Drama, Romance",0,0,"Bumper Offer (Telugu: బంపర్ ఆఫర్) is a 2009 Telugu film directed by Jaya Ravindra. The film stars Sairam Shankar and Bindu Madhavi in the lead roles. Music of the film was composed by Raghu Kunche. Puri Jagannadh produced this film, apart from writing the story and the dialogues. The film released on 23 October 2009.",,2009,150,1.802,False,2009-10-23,బంపర్ ఆఫర్,te,,3.7,3
The Reports on Sarah and Saleem,498517,https://www.youtube.com/watch?v=Dc_ms3hptvM,Muayad Alayan,"['Adeeb Safadi', 'Sivane Kretchner', 'Ishai Golan', 'Hanan Hillo', 'Maisa Abd Elhadi', 'Kamel ElBasha', 'Jan Kühne', 'Rebecca Esmeralda Telhami']",,Drama,0,0,The affaire of a married Palestinian man and a married Israeli woman in Jerusalem takes a dangerous political dimension when they are spotted in the wrong place at the wrong time leaving them to deal with more than their broken marriages.,http://heretic.gr/the-reports-on-sarah-and-saleem/,2018,127,3.507,False,2018-03-15,التقارير حول سارة وسليم,ar,,6.9,39
Kasko,255058,,G. Nageswara Reddy,"['Brahmanandam', 'Raghu Babu', 'Chalapathi Rao', 'Shweta Basu Prasad', 'Ali Basha']",,,0,0,"Kasko is Indian, Telugu language action film from the year 2009.",,2009,0,0.842,False,2009-12-25,Kasko,te,,0.0,0
Maa Nanna Chiranjeevi,33385,,,[],,,0,0,,,2010,0,0.656,False,2010-01-01,Maa Nanna Chiranjeevi,en,,0.0,0
Om Shanti Om,8079,https://www.youtube.com/watch?v=4Cd6fa6M_Z8,Farah Khan,"['Shah Rukh Khan', 'Deepika Padukone', 'Arjun Rampal', 'Shreyas Talpade', 'Kirron Kher', 'Nitesh Pandey', 'Shawar Ali', 'Yuvika Chaudhary', 'Satish Shah', 'Juhi Chawla', 'Javed Sheikh', 'Masood Akhtar', 'Hrithik Roshan', 'Preity Zinta', 'Vishal Dadlani', 'Abhishek Bachchan', 'Rishi Kapoor', 'Subhash Ghai', 'Amitabh Bachchan', 'Akshay Kumar', 'Dharmendra', 'Priyanka Chopra Jonas', 'Rekha', 'Salman Khan', 'Sanjay Dutt', 'Mithun Chakraborty', 'Kajol', 'Jeetendra', 'Karisma Kapoor', 'Malaika Arora', 'Saif Ali Khan', 'Rani Mukerji', 'Sunil Dutt', 'Uday Chopra', 'Bipasha Basu', 'Bappi Lahiri', 'Chunky Pandey', 'Feroz Khan', 'Koena Mitra', 'Karan Johar', 'Rakesh Roshan', 'Shabana Azmi', 'Sanjay Kapoor', 'Yash Chopra', 'Ameesha Patel', 'Dia Mirza', 'Zayed Khan', 'Vidya Balan', 'Tusshar Kapoor', 'Shilpa Shetty Kundra', 'Urmila Matondkar', 'Arbaaz Khan', 'Dino Morea', 'Amrita Arora', 'Aftab Shivdasani', 'Tabu', 'Govinda', 'Bobby Deol', 'Lara Dutta', 'Ritesh Deshmukh', 'Farah Khan', 'Suniel Shetty', 'Gauri Khan', 'Mushtaq Sheikh', 'Kareena Kapoor Khan', 'Lin Laishram']",,"Comedy, Thriller, Drama",9100000,37707444,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",,2007,162,15.319,False,2007-11-07,ओम शांति ओम,hi,"For some dreams, one lifetime is not enough.",7.049,288
Adhurs,38677,,V. V. Vinayak,"['N. T. Rama Rao Jr.', 'Nayanthara', 'Brahmanandam', 'Sheela Kaur', 'M. S. Narayana', 'Raghu Babu', 'Mahesh Manjrekar', 'Ashish Vidhyarthi', 'Nassar', 'Sayaji Shinde', 'Vinaya Prasad', 'Vatsala Rajagopal', 'Tanikella Bharani', 'Rajyalakshmi', 'Rama Prabha', 'Mukul Dev', 'Supreet', 'Sudha', 'Fish Venkat', 'Raja Ravindra', 'Raghu Karumanchi', 'Prudhviraj', 'Raghu Karumanchi', 'Raja Ravindra', 'Fish Venkat']",,"Action, Comedy, Drama",0,0,"Twin brothers who are separated at birth receive different upbringing. After they grow up, they chance upon each other when one of them gets kidnapped by hoodlums.",,2010,150,2.293,False,2010-01-13,అదుర్స్,te,,5.615,13
Namo Venkatesa,94898,,Sreenu Vaitla,"['Venkatesh', 'Trisha Krishnan', 'Brahmanandam', 'Chandramohan', 'Mukesh Rishi', 'Kota Srinivasa Rao', 'Jayaprakash Reddy', 'Srinivasa Reddy', 'M. S. Narayana', 'Raghu Babu', 'Telangana Sakuntala', 'Subbaraju', 'Jeeva', 'Ali Basha', 'Dharmavarupu Subramanyam', 'Master Bharath', 'Y. Kasi Viswanath', 'Pragathi Mahavadi', 'Sudha', 'Surekha Vani', 'Prudhviraj', 'Fish Venkat', 'Sravan Raghavendra', 'Vinaya Prasad', 'Jai Akash']",,"Drama, Comedy",0,0,Venkata Ramana (Venkatesh) is a ventriloquist. He goes along with the troop of artists to perform for a local Telugu association in Europe. Paris Prasad (Brahmanandam) is a tour organizer in Europe. He enjoys making people around bakras. Pooja (Trisha) is the niece of Prasad. Venkata Ramana falls in love with her. Prasad realises that only way to make Ramana bakra is to tell him that Pooja loves him too. Pooja is the daughter of a rich factionist in Rayalaseema and she is forced to return back in the middle. Her marriage is fixed with a guy she doesn’t like. The rest of the story is all about how Prasad conspires with Ramana to rescue Pooja.,,2010,145,1.315,False,2010-01-14,నమో వెంకటేశ,te,,4.4,9
Shambo Shiva Shambo,308306,,Samuthirakani,"['Ravi Teja', 'Allari Naresh', 'Siva Balaji', 'Priyamani', 'Abhinaya', 'Roja Selvamani', 'Kota Srinivasa Rao', 'Samuthirakani', 'Tanikella Bharani', 'Surya Teja', 'Naina Das', 'Mukesh Rishi', 'Praveen', 'Chandramohan', 'Ahuti Prasad', 'Sudha', 'M. Sasikumar', 'Rao Ramesh', 'Anitha Nath', 'Chitra lekha', 'L. B. Sriram', 'Varshini Sounderajan', 'Taslima Sheikh']",,Action,0,0,"Karunakar, Malli and Chandu are close friends and each of them has individual goals. Karunakar is in love with his cousin whose father wants him to get a government job first. Malli dreams of going to a foreign land as soon as he gets his passport, while Chandu aims to set up a Computer training centre and is in love with Karunakar’s sister Pavithra. The trio enjoy life hanging out together. Karunakar’s friend Santosh, son of a politician, is in love with his family’s arch rival's daughter. The three friends come forward to unite these love birds against all odds. In the process, Karunakar loses job and misses his cousin, Malli loses his hearing, and Chandu has his leg amputated. 10 days later, the married lovers seek divorce. The friends, who sacrificed so much to unite them, now teach them a lesson.",,2010,160,1.616,False,2010-01-14,Shambo Shiva Shambo,te,,6.6,7
Seeta Ramula Kalyanam Lankalo,226831,,Eeshwar,"['Nithiin', 'Hansika Motwani', 'Brahmanandam', 'Ali Basha', 'Salim Baig']",,"Action, Romance, Comedy",0,0,"Chandra Shekhar aka Chandu (Nitin) is a dare devil youth and is a fearless boy. Once he comes across a beautiful girl Nandu (Hansika Motwani), daughter of a dreaded factionalist Peddi Reddy (Suman). Soon he loses his heart. He starts teasing her and wants to prove that he is sincerely loving Nandu. He tells Nandu that he could do anything for her. Then the latter tells him that he should not follow her until she calls him. In order to grab her attention, he sends his father (Chandramohan) and mother (Pragati) to express his love and let her know that they too encourage him instead of trying to divert his attention from love. Later Nandu realises that she too is truly loving him. At this juncture, Jayaprakash Reddy (Jayaprakash Reddy) goes to Peddi Reddy for an alliance for his brother's son Veera Pratap Reddy (Saleem Panda). Peddi Reddy refuses to marry Nandu with Veera Pratap Reddy.",,2010,0,0.84,False,2010-01-22,Seeta Ramula Kalyanam Lankalo,te,,4.7,3
Bindaas,528419,,Rajib Biswas,"['Dev', 'Srabanti Chatterjee', 'Sayantika Banerjee', 'Biswajit Chakraborty', 'Chiranjeet Chakraborty', 'Supriyo Dutta', 'Kharaj Mukherjee', 'Ashim Roy Chowdhury']",,"Action, Comedy, Drama, Romance",414000,910000,Kajol (Sayantika Banerjee) became friends with Abhimanyu aka Abhi (Dev) after the later saves the former from some goons in Italy. But one day she asks Abhi to leave her and go as she cannot stand the separation from him if their relationship develops any further.,,2014,160,1.606,False,2014-07-25,বিন্দাস,bn,,0.0,0
Kedi,392011,https://www.youtube.com/watch?v=lKq7UqplcL8,Ceyda Torun,['Bülent Üstün'],,Documentary,0,5037923,"A profile of Istanbul and its unique people, seen through the eyes of the most mysterious and beloved animal humans have ever known, the Cat.",http://www.kedifilm.com,2017,79,6.607,False,2017-01-08,Kedi,tr,"A cat meowing at your feet, looking up at you, is life smiling at you...",7.611,275
Joy,274479,https://www.youtube.com/watch?v=uR-2TiQVY-k,David O. Russell,"['Jennifer Lawrence', 'Robert De Niro', 'Bradley Cooper', 'Edgar Ramírez', 'Diane Ladd', 'Virginia Madsen', 'Isabella Rossellini', 'Dascha Polanco', 'Elisabeth Röhm', 'Susan Lucci', 'Laura Wright', 'Maurice Benard', 'Donna Mills', 'Jimmy Jean-Louis', 'Ken Howard', 'Ray De La Paz', 'John Enos III', 'Marianne Leone Cooper', 'Melissa Rivers', 'Drena De Niro', 'Isabella Crovetti', 'Emily Nuñez', 'Madison Wolfe', 'Aundrea Gadsby', 'Gia Gadsby', 'Tomas Elizondo', 'Zeke Elizondo', 'Alexander Cook', 'Lori McCoy-Bell', 'Suzanne Frazier Wilkins', 'Luisa Maria Badaracco', 'Jamell Washington', 'Will LeBow', 'Johnnie McQuarley', 'Pedro Martinez Campos', 'Carlos Sala Valencia', 'Alvaro Benavides', 'Edgar Pantoja Aleman', 'Shonda Schilling', 'Grant Schilling', 'Gary Zahakos', 'Josef Boreland', 'Robert Sabino', 'Mateo Gómez', 'Marcela Jaramillo', 'Jim Frangione', 'Melissa McMeekin', 'Erica McDermott', 'Carla Antonino', 'Michele Egerton', 'Marianne Bayard', 'Fiore Leo', 'Steven DeMarco', 'Collin Knight', 'Barbara Feeney', 'Damien Di Paola', 'Patsy Meck', 'Jeremiah Kissel', 'Dale Place', 'Mitchell Rosenwald', 'Thomas Matthews', 'Matthew Russell', 'Bates Wilder', 'Paul Herman', 'Christy Scott Cashman', 'Colleen Camp', 'Richard McElvain', 'Mark Nemeskal', 'Patrick Pitu', 'Michael DeMello', 'Ken Cheeseman', 'Daniel Bowen', 'Naheem Garcia', 'Raymond Alongi', 'Johnny Lee Davenport', 'Sonny Mirabella', 'Bill Thorpe', 'Sam Weisman', 'Jeff Avigian', 'Barry Primus', 'Eliana Adise', 'Calidore Robinson', 'Jasmine Brooke White', 'Amanda Blattner']",,"Drama, Comedy",60000000,101134059,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,http://www.foxmovies.com/movies/joy,2015,124,17.533,False,2015-12-24,Joy,en,,6.512,3755
Leader,356600,,,"['Dilip Kumar', 'Vyjayanthimala', 'Jayant', 'Nazir Hussain', 'D.K. Sapru', 'Amar', 'Leela Mishra', 'Motilal', 'Ram Avtar', 'Madhumati', 'Hiralal']",,,0,0,"Vijay Khanna is a law graduate-cum-tabloid editor he falls in love with Princess Sunita, while general election are underway. Vijay becomes a murder accused of a political leader. Gradually the couple tries to expose a criminal-politician nexus. (From wikipedia)",,1964,176,0.874,False,1964-03-01,Leader,hi,,6.0,1
Kalavar King,87153,,,"['Nikhil Siddhartha', 'Shweta Basu Prasad', 'Ajay', 'Ali Basha', 'Raghu Babu', 'Venu Madhav', 'Satya']",,,0,0,The film is set in the backdrop of city and the hero is someone who has regard for studies or family but is good at tricking.  Movie covers the hero's love story,,2010,0,1.4,False,2010-02-26,Kalavar King,te,,4.0,1
Ye Maaya Chesave,63430,https://www.youtube.com/watch?v=93dT9aZDQw8,Gautham Vasudev Menon,"['Naga Chaitanya Akkineni', 'Samantha Ruth Prabhu', 'Krishnudu', 'Sapan Saran', 'Sanjay Swaroop', 'Sudheer Babu', 'Surekha Vani', 'Devan', 'Lakshmi Ramakrishnan', 'Puri Jagannadh', 'Gautham Vasudev Menon', 'Silambarasan', 'Trisha Krishnan', 'VTV Ganesh', 'Subbalakshmi', 'Leo Sivadass']",,"Romance, Drama",1700000,2800000,An aspiring Hindu director falls in love with a Christian girl whose parents disapprove of their impending relationship.,,2010,162,2.591,False,2010-02-26,ఏ మాయ చేసావే,te,"A Different Love Story, Yet Again",6.6,16
High School Teacher: Maturing,630639,,Shōgorō Nishimura,"['Rei Akasaka', 'Saeko Kuga', 'Toshiyuki Kitami', 'Jouji Nakata', 'Kosuke Yoda', 'Ryoko Watanabe', 'Koji Umeda', 'Kunpei Sakamoto']",,Drama,0,0,"A female highschool teacher must deal with sexual harrassment from her students and being trapped in a love triangle with two men, neither of whom has any interest in marrying her.",https://www.nikkatsu.com/movie/26184.html,1985,69,97.077,False,1985-01-15,高校教師・成熟,ja,,6.0,15
Sadhyam,260010,,,"['Priyamani', 'Jagapati Babu', 'Tanikella Bharani', 'Kota Srinivasa Rao', 'Keerthi Chawla']",,"Action, Comedy",0,0,"Priyamani stars as Suhani, who�s too scared to lead a normal life. She works in a Software company where everyone takes her for granted. One fateful night, she rescues Krishna Prasad (Tanikella Bharani) who�s injured after a car accident. When he wakes up, the two have a conversation where Suhani tells him how she�s scared about everything, of everyone. Having understood her anger and frustration, he �gifts� her, a revolver with one bullet and tells her to take revenge on that one person she hates the most. The rest of the story is narrated in intermittent flashbacks as Suhani recounts the details of her life, people she has met including Sandip (Jagapathi Babu) and hated the most for what they have done to her.",,2010,0,1.133,False,2010-03-05,Sadhyam,en,,7.0,1
Tik Tok,388757,https://www.youtube.com/watch?v=T9g73G7WMsk,Li Jun,"['Lee Jung-jae', 'Wallace Chung', 'Lang Yueting', 'Lee Chae-young', 'Yang Fan']",,"Action, Crime, Mystery",0,0,"When a bombing occurs during a soccer match between China and South Korea, the two countries are embroiled in a fierce cat-and-mouse chase.",,2016,108,9.425,False,2016-07-15,대역전,ko,,5.6,32
Aakasa Ramanna,995915,https://www.youtube.com/watch?v=d0sE_2eFzwc,G. Viswanatham,"['Kanta Rao', 'Rajanala Kaleswara Rao', 'Vanisri', 'Rajasree', 'Ramakrishna', 'L. Vijayalakshmi', 'Prabhakar Reddy', 'Raja Babu', 'Chadalavada', 'Peketi Sivaram']",,Fantasy,0,0,Aakasa Ramanna is a Telugu language film starring Kanta Rao and Rajashree in lead roles. The film was released in the year 1965 and has been directed by G. Viswanathan. The producer of the film is S. Bhavan Narayana. Film picturization started on 31st December 1964 and released on 8th July 1965.,,1965,139,0.871,False,1965-07-08,ఆకాశ రామన్న,te,,8.0,1
Sandade Sandadi,308249,,Muppalaneni Shiva,"['Jagapati Babu', 'Rajendra Prasad', 'Sivaji Sontineni', 'Urvashi', 'Raasi', 'Sanghavi', 'Sonali Joshi', 'Sony Raj', 'Madhumitha', 'Kota Srinivasa Rao', 'Brahmanandam', 'Ali Basha', 'Kovai Sarala', 'Telangana Sakuntala', 'Shravya', 'Surya Bhagawan Das']",,,0,0,"Three friends vexed with their wives try to commit suicide, but end up saving a businessman. He then seeks their help to put his wayward daughters on the right track. But do things go as planned?",,2002,149,1.341,False,2002-12-13,సందడే సందడి,te,,0.0,0
Yagam,608962,,P.A. Arun Prasad,"['Navdeep', 'Bhumika Chawla', 'Kim Sharma', 'Rahul Dev', 'Brahmanandam', 'Ali Basha', 'Ajay', 'Harshavardhan', 'Raghu Babu', 'Sathyaraj', 'Sathyan Sivakumar']",,,0,0,"Danny is in love with Nandini, an air hostess, who gets killed in Bangkok. Danny then moves to Bangkok to avenge her death, but things get murkier as he unravels the mystery.",,2010,0,0.623,False,2010-03-19,Yagam,te,,10.0,1
Taj Mahal,358403,,Nicolas Saada,"['Stacy Martin', 'Louis-Do de Lencquesaing', 'Gina McKee', 'Alba Rohrwacher', 'Fred Epaud', 'Praveena Vivekanathan', 'Mohammad Mahadi', 'Mark Simpson']",,Thriller,0,0,"One evening, while her parents go out for dinner, 18-year-old Louise, alone in her hotel room at Taj Mahal Mumbai, hears strange noises out in the corridor. Within minutes, she realises that a terrorist attack is underway. Her only connection to the outside world is her cell phone, which allows her to maintain contact with her father, who is desperately trying to reach her from the other side of a city that has been plunged into chaos. Louise must spend a long night alone in the face of danger. She will never be the same again.",,2015,89,2.275,False,2015-12-02,Taj Mahal,fr,,5.1,47
Maro Charitra,137280,https://www.youtube.com/watch?v=RvephlAkXa8,Ravi Yadav,"['Varun Sandesh', 'Anita Galler', 'Shraddha Das', 'Janaki Sabesh', 'Prathap Pothan']",,"Family, Romance, Drama",0,0,"Maro Charitra is a 2010 Telugu film, which is an adaptation of the 1978 film of the same name. The film stars Varun Sandesh and newcomer Anita in the lead roles. The film is produced by Dil Raju and directed by Ravi Yadav, Story by K. Bala Chandar, Dialogues by Umarji Anuradha, cinematography by Ravi Yadav of 2008 Hindi film Race.Music is composed by Mickey J Meyer and background score is composed by Thaman. The film released on 25 March 2010. The trailer released recently got a huge response. The film received negative feedback and was a flop at the box office.",,2010,145,1.4,False,2010-03-25,Maro Charitra,te,,0.0,0
Varudu Kaavalenu,801505,,Lakshmi Sowjanya,"['Naga Shaurya', 'Ritu Varma', 'Murali Sharma', 'Nadhiya', 'Vennela Kishore', 'Praveen', 'Harshavardhan', 'Kireeti Damaraju', 'Mahesh Achanta', 'Vaishnavi Chaitanya', 'Siddhiksha', 'Arjun Kalyan', 'Saptagiri', 'Jayaprakash', 'Satya', 'Anand', 'Kalyani Natarajan', 'Himaja', 'Pammi Sai', 'Rohini', 'Sivannarayana Naripeddi', 'Alekhya Harika']",,"Family, Romance, Drama",0,0,"Bhoomi’s mother wants her to get married soon but she’s particular about what she wants. Akash returns to India after a successful stint abroad and while these opposite poles attract, will they make it work?",,2021,133,3.395,False,2021-10-29,వరుడు కావలెను,te,,7.7,5
Betting Bangarraju,77799,,E. Sathi Babu,"['Allari Naresh', 'Surekha Vani', 'Kota Srinivasa Rao', 'Raghu Babu', 'Chalapathi Rao', 'Krishna Bhagavan', 'Giri Babu', 'Hema']",,"Comedy, Drama",0,0,Betting Bangarraju is all about a person who took 5 years to finish his degree but never failed in betting. By his capable calculations he always succeeded in all the bets. Such a character when it comes across a damsel what happens next is all the movie about.,,2010,143,1.4,False,2010-04-09,Betting Bangarraju,te,,6.0,1
